SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
NEELAM,ST,53.7,57.7,53.25,54.65,53.25,56.05,48000,2618400.00,09-Jan-2025,8,INE0N1401016
BAYERCROP,EQ,5495.35,5775.85,5480,5580.4,5590,5472.75,44323,251149344.85,09-Jan-2025,16149,INE462A01022
BBOX,EQ,664.8,672.95,640,644.35,646,665.55,121399,78968734.10,09-Jan-2025,5037,INE676A01027
HPIL,EQ,145.4,164.37,145.4,152.62,151,145.41,54693,8590608.38,09-Jan-2025,1590,INE05X901010
TAJGVK,EQ,423.35,423.7,402.6,404.25,406,424,254898,104944504.50,09-Jan-2025,7220,INE586B01026
WIPRO,EQ,297,298,291.35,292.3,292.55,297.55,7964702,2339025845.65,09-Jan-2025,111802,INE075A01022
943ECL28,NJ,943,960,938,940.94,940.01,938,934,877654.00,09-Jan-2025,17,INE804I078Y8
IDFCFIRSTB,EQ,62.33,62.92,61.91,62.37,62.51,62.65,15053111,937955232.70,09-Jan-2025,62356,INE092T01019
IL&FSENGG,BZ,43.48,43.48,42.51,42.52,42.52,43.48,3483,148762.10,09-Jan-2025,39,INE369I01014
INDOSTAR,EQ,273.45,274.45,263.15,263.95,264,273.05,85562,22844341.75,09-Jan-2025,3771,INE896L01010
JUBLPHARMA,EQ,1038.25,1044.85,999.35,1002.95,1005,1039.75,134562,137103476.90,09-Jan-2025,16372,INE700A01033
LEXUS,EQ,42.51,43.38,42,42.33,42.03,43.28,8297,353460.15,09-Jan-2025,189,INE500X01013
ADVANIHOTR,EQ,66.05,66.36,65.69,65.87,65.71,65.68,26063,1717579.31,09-Jan-2025,632,INE199C01026
MIDQ50ADD,EQ,246.64,247.34,244.18,245.31,246.5,247.34,1824,449322.56,09-Jan-2025,95,INF740KA1QL0
HMVL,EQ,91.7,91.7,87.5,88.11,87.56,91.08,13103,1170460.04,09-Jan-2025,527,INE871K01015
SMSLIFE,BE,1259.3,1329,1221.25,1240.6,1300,1278.55,4567,5720638.10,09-Jan-2025,70,INE320X01016
SPECIALITY,EQ,144.05,147,142.01,142.8,142.97,142.97,33600,4835640.69,09-Jan-2025,763,INE247M01014
BIRLACORPN,EQ,1218.65,1239.55,1213,1230.55,1230,1220.5,37017,45550246.65,09-Jan-2025,5573,INE340A01012
GENUSPAPER,EQ,22.1,22.1,21.2,21.28,21.25,21.94,97763,2103040.52,09-Jan-2025,550,INE949P01018
709GS2074,GS,102,102.06,101.1,101.1,101.1,100.65,11600,1182666.00,09-Jan-2025,8,IN0020240142
563GS2026,GS,100,100.95,100,100.95,100.95,100.2,1424,142578.40,09-Jan-2025,6,IN0020210012
GPPL,EQ,172.1,173.44,168.61,169.18,168.98,172.09,431837,73885408.66,09-Jan-2025,16492,INE517F01014
HMT,BZ,72.9,76,71.02,76,76,72.39,65687,4922334.99,09-Jan-2025,559,INE262A01018
KONSTELEC,ST,121.55,121.55,119.3,119.3,119.3,121.7,9000,1076650.00,09-Jan-2025,8,INE0QEI01011
TANLA,EQ,701.75,704.25,681.25,687.3,683,702.15,578449,401495381.30,09-Jan-2025,27252,INE483C01032
WINNY,ST,320,330,320,329.9,330,327.5,44500,14640225.00,09-Jan-2025,40,INE0S9101013
SGBJUL27,GB,8035.35,8035.35,8001,8011,8011,8001,46,368522.80,09-Jan-2025,10,IN0020190081
ANLON,SM,370,380,365.05,373.5,373.5,378.8,6800,2548100.00,09-Jan-2025,16,INE0LR101013
NYKAA,EQ,169.1,173.43,168.3,170.2,171.07,169.52,4982727,851934950.72,09-Jan-2025,48496,INE388Y01029
880IREDA34,N6,1310,1310,1310,1310,1310,1310,78,102180.00,09-Jan-2025,1,INE202E07153
MAMATA,BE,490,490,471.7,473.05,471.7,496.5,441508,210113786.75,09-Jan-2025,9182,INE0TO701015
LIQUID,EQ,999.99,1000.01,999.99,999.99,1000,999.99,230166,230164774.94,09-Jan-2025,314,INF769K01KS1
MOXSH,SM,38.85,38.85,38.8,38.8,38.8,39.5,6400,248480.00,09-Jan-2025,2,INE0N6D01014
RCDL,SM,27,27,26.95,26.95,26.95,27,9000,242700.00,09-Jan-2025,3,INE0BZQ01011
RAMAPHO,EQ,235,247,223.55,229.14,227.46,241.03,500364,118658303.41,09-Jan-2025,11954,INE809A01024
LODHA,EQ,1350.3,1355.65,1302.55,1309.3,1310,1350.35,459750,608817539.35,09-Jan-2025,31267,INE670K01029
BEPL,EQ,127.3,130.84,126.5,127.21,126.99,127.39,464833,59756923.43,09-Jan-2025,9480,INE922A01025
DYNPRO,EQ,414,414,390.05,396.2,400,405.4,11802,4708170.50,09-Jan-2025,645,INE256H01015
GUJRAFFIA,BE,90.04,90.04,90.04,90.04,90.04,91.88,43,3871.72,09-Jan-2025,7,INE610B01024
SGBJUL28IV,GB,8125.01,8148.49,8120.01,8130,8130,8125.5,615,5001906.05,09-Jan-2025,24,IN0020200146
ABSLBANETF,EQ,50.98,50.98,49.88,50.24,50.27,50.65,1458557,72889946.67,09-Jan-2025,581,INF209KB17D5
CREDITACC,EQ,1018,1033.7,992.2,999.55,998,1029.1,3343396,3365772896.65,09-Jan-2025,144225,INE741K01010
DHAN-RE,BE,3.17,4,3.17,3.72,3.82,4.85,3072225,10448660.59,09-Jan-2025,6274,INE680A20011
FINCABLES,EQ,1095.95,1109.6,1081.05,1085.95,1088,1096,75831,82905546.25,09-Jan-2025,10408,INE235A01022
HARRMALAYA,EQ,317.9,320,305,313.3,314.85,316.45,23663,7396477.45,09-Jan-2025,831,INE544A01019
SEL,ST,573.3,573.3,573.3,573.3,573.3,546,1200,687960.00,09-Jan-2025,6,INE0O3O01017
VOLTAMP,EQ,9700,9750,9140,9221.05,9188,9681.5,32611,305938555.35,09-Jan-2025,9739,INE540H01012
RAMASTEEL,EQ,12.05,12.66,11.82,12.06,12.07,11.86,23092075,282247079.13,09-Jan-2025,27192,INE230R01035
SHARDACROP,EQ,833,846.95,805,808.1,810,828.65,171471,140901134.40,09-Jan-2025,14685,INE221J01015
IFBAGRO,EQ,556.3,566.15,545,552.65,548.1,561.4,3172,1761478.40,09-Jan-2025,363,INE076C01018
INDIAMART,EQ,2301,2371,2295.05,2322.3,2316.6,2299.65,239180,559874342.10,09-Jan-2025,40948,INE933S01016
KMSUGAR,EQ,31.75,31.75,30.61,30.99,31.06,31.03,79551,2475447.35,09-Jan-2025,1094,INE157H01023
AAREYDRUGS,BE,57,57,56.69,56.7,56.7,57.85,5744,325753.80,09-Jan-2025,27,INE198H01019
GHCLTEXTIL,EQ,92.3,94.12,91.25,91.54,91.85,91.8,158643,14627789.45,09-Jan-2025,2704,INE0PA801013
NIACL,EQ,195.89,199,190.52,195.5,195.3,194.52,1730812,336750463.36,09-Jan-2025,36306,INE470Y01017
NGLFINE,EQ,1748.95,1762,1722.05,1729.45,1722.05,1754.5,1864,3257553.80,09-Jan-2025,431,INE887E01022
RAINBOW,EQ,1582,1608,1563.75,1592.3,1576.35,1613.7,59720,94709361.65,09-Jan-2025,8357,INE961O01016
RBS,ST,145,145,141.4,141.4,141.4,143,12800,1826160.00,09-Jan-2025,8,INE0RJH01010
RPTECH,EQ,382,385,377.05,379.5,380.85,383.95,75539,28788581.80,09-Jan-2025,3069,INE0J1F01024
IGIL,EQ,623.45,642.3,600.1,602.9,602.7,620.4,3252335,2012552261.15,09-Jan-2025,65243,INE0Q9301021
JYOTHYLAB,EQ,403.3,413.55,397.85,408.1,408.65,400.4,1104008,451480320.90,09-Jan-2025,48107,INE668F01031
KDDL,EQ,2870,2870,2770.1,2812.35,2775,2846.9,4485,12672613.70,09-Jan-2025,1515,INE291D01011
MIDCAP,EQ,159.71,160.98,158.15,158.55,159.33,159.94,8372,1336257.36,09-Jan-2025,310,INF174KA1IB3
MAGNUM,EQ,39.37,39.39,38.5,38.71,38.51,39.23,24637,959322.96,09-Jan-2025,389,INE387I01016
751HUDCO28,N5,1119.5,1119.5,1119.5,1119.5,1119.5,1119,100,111950.00,09-Jan-2025,1,INE031A07865
DPABHUSHAN,EQ,1478.05,1549.95,1475,1489.95,1476,1508.15,15592,23356124.85,09-Jan-2025,1286,INE266Y01019
GOYALALUM,EQ,9.62,9.62,9.01,9.11,9.03,9.49,316356,2934319.60,09-Jan-2025,2102,INE705X01026
HDFCLIFE,EQ,616.1,621.1,609.9,612.2,614,618,2141675,1315442438.70,09-Jan-2025,83553,INE795G01014
TIRUMALCHM,EQ,323.35,337,321.6,322.3,322.15,321.95,331187,109190610.90,09-Jan-2025,22059,INE338A01024
UNITEDTEA,EQ,557.7,557.7,538.85,543.9,545.85,553.85,4290,2343935.60,09-Jan-2025,362,INE458F01011
VILINBIO,SM,22.8,25,22.8,23.1,23.1,22.6,24000,574200.00,09-Jan-2025,6,INE0L4V01013
YCCL,SM,18.75,19.25,18.75,19.05,19.25,19.25,12000,227850.00,09-Jan-2025,4,INE08S201019
ONMOBILE,EQ,69.3,69.7,66.57,67.2,67.5,69.3,239928,16328138.48,09-Jan-2025,2604,INE809I01019
IDEALTECHO,SM,130.1,130.1,127.2,127.2,127.2,130.3,8000,1028600.00,09-Jan-2025,8,INE0T9I01011
ALEMBICLTD,EQ,131,132.06,125.15,126.64,127.24,131.63,464138,59623423.59,09-Jan-2025,9808,INE426A01027
FIDEL,ST,187.25,197.5,187.2,192.9,196.5,197.05,14000,2660250.00,09-Jan-2025,14,INE0LQQ01019
HAPPYFORGE,EQ,1013.2,1020,995,1010.25,1018.9,1007.9,21181,21365955.30,09-Jan-2025,2845,INE330T01021
STARTECK,EQ,303.35,320.15,294.4,307.1,296.05,317.7,12764,3973030.50,09-Jan-2025,1680,INE992I01013
TATVA,EQ,875.05,916,860,865.35,868,881.5,27384,24385264.70,09-Jan-2025,3397,INE0GK401011
764IRFC31,NO,1111,1115,1111,1115,1115,1113,501,558575.00,09-Jan-2025,5,INE053F07900
TVTODAY,EQ,209,226.99,208.01,213.38,212.05,208.26,739969,161738969.77,09-Jan-2025,13733,INE038F01029
UGROCAP,EQ,242.35,249,237.24,239.17,237.35,248.06,116860,28182678.71,09-Jan-2025,3681,INE583D01011
PPL,EQ,479.8,479.8,460.55,464.1,468,475.45,51262,24051302.40,09-Jan-2025,3393,INE050001010
ADANIENT,EQ,2517,2517.55,2469.5,2477.9,2484.85,2515.25,705838,1755847995.05,09-Jan-2025,60127,INE423A01024
AISL,ST,165.5,165.5,165.3,165.3,165.3,174,1200,198480.00,09-Jan-2025,2,INE635Y01015
BEWLTD,ST,250.25,258,242.25,242.4,242.5,250.1,15000,3756950.00,09-Jan-2025,26,INE0HQI01014
GRMOVER,EQ,195.4,196.86,190.26,191.27,193.7,195.4,30578,5916635.26,09-Jan-2025,1322,INE192H01020
SHEKHAWATI,BE,31.64,31.99,31.64,31.99,31.99,31.37,22565,717454.64,09-Jan-2025,87,INE268L01046
TEGA,EQ,1614.6,1614.6,1546.6,1571.3,1550.9,1590.75,27078,42618568.10,09-Jan-2025,6774,INE011K01018
BVCL,EQ,49.35,49.69,47.06,47.73,47.95,48.76,14503,703131.77,09-Jan-2025,817,INE139I01011
C2C,SM,879,893.8,874,893.8,893.8,851.25,232200,206952840.00,09-Jan-2025,222,INE0U7V01015
GODREJPROP,EQ,2570,2572.5,2489.3,2495.9,2499.85,2564.25,441535,1113877428.45,09-Jan-2025,32644,INE484J01027
HINDCOPPER,EQ,239,239.6,233.9,235.78,235,239.73,2039704,483028739.18,09-Jan-2025,22984,INE531E01026
IRISDOREME,EQ,62.9,62.9,61,61.41,61,61.82,64002,3976041.41,09-Jan-2025,416,INE01GN01025
MDL,SM,124.85,124.85,124.85,124.85,124.85,123.75,1000,124850.00,09-Jan-2025,1,INE575Z01010
SYNCOMF,EQ,19.27,19.47,18.83,18.89,18.92,19.31,1783056,34061839.09,09-Jan-2025,7942,INE312C01025
TTL,BE,145.52,151,144.11,147.75,148.99,148.89,19400,2876085.25,09-Jan-2025,216,INE592B01016
THANGAMAYL,EQ,2030,2030,1955.1,1966.8,1960.1,2014.35,10686,21205963.50,09-Jan-2025,2526,INE085J01014
SGBDE31III,GB,8355.75,8412.99,8341.01,8374.26,8365.5,8355.59,1409,11795865.34,09-Jan-2025,165,IN0020230168
BMETRICS,SM,58.65,58.9,57.55,57.55,57.55,58.65,5600,328080.00,09-Jan-2025,7,INE0I3Y01014
CELEBRITY,EQ,15.99,16.24,15.12,15.69,15.99,15.65,156043,2419576.25,09-Jan-2025,622,INE185H01016
GOLDETFADD,EQ,76.59,76.69,76.07,76.58,76.34,76.34,9144,698516.89,09-Jan-2025,119,INF740KA1SW3
EUROTEXIND,BE,14.67,14.67,14.67,14.67,14.67,14.97,227,3330.09,09-Jan-2025,5,INE022C01012
717GS2030,GS,103.5,103.5,102.41,102.6,102.6,102.4,14712,1516644.73,09-Jan-2025,14,IN0020230036
96IIFL28A,NF,944.22,949.01,940.5,948.52,948.95,944.22,7003,6621991.17,09-Jan-2025,54,INE530B08102
WHEELS,EQ,705.45,711.75,689.15,694.45,696,706.45,23103,16110779.90,09-Jan-2025,1695,INE715A01015
AMBEY,SM,62.5,63.9,62,62.55,62.55,63.25,18000,1129200.00,09-Jan-2025,9,INE0M3I01029
AUTOIND,EQ,102.75,104.7,102.75,103.17,103.45,104.02,34300,3545308.16,09-Jan-2025,931,INE718H01014
DCXINDIA,EQ,382,386.3,370,375.1,375,383.6,1051008,397690292.50,09-Jan-2025,12752,INE0KL801015
PVTBANKADD,EQ,24.7,24.83,24.44,24.53,24.62,24.71,48201,1182915.21,09-Jan-2025,293,INF740KA1TA7
676GS2061,GS,99.1,99.1,99,99,99,99.25,2472,244734.09,09-Jan-2025,12,IN0020200401
92GS2030,GS,113.15,113.98,113.15,113.98,113.98,114.14,912,103201.10,09-Jan-2025,2,IN0020130053
JISLDVREQS,EQ,37.93,38.39,36.21,37.11,37.35,37.95,38475,1430794.95,09-Jan-2025,931,IN9175A01010
KOTARISUG,EQ,44.3,44.3,42.7,42.94,42.75,43.71,40175,1737807.38,09-Jan-2025,644,INE419A01022
TORNTPOWER,EQ,1437.9,1458,1411,1414.8,1412,1434.45,730612,1046754217.80,09-Jan-2025,45809,INE813H01021
PRAKASHSTL,EQ,7.8,8.23,7.7,7.75,7.85,7.92,470163,3707624.57,09-Jan-2025,1687,INE696K01024
KELLTONTEC,EQ,166.8,168.7,158.6,160.32,161.8,166.95,1365323,222049996.56,09-Jan-2025,25811,INE164B01022
MANCREDIT,EQ,169.01,169.01,164,165.04,164.08,169.73,29210,4863339.09,09-Jan-2025,910,INE545L01039
MOSMALL250,EQ,18.05,18.37,17.3,17.35,17.48,17.52,402222,7006382.33,09-Jan-2025,3086,INF247L01CH6
NH,EQ,1350,1366.2,1325.8,1330.3,1331,1365.4,245833,329607179.55,09-Jan-2025,24915,INE410P01011
SGBDC27VII,GB,8111.05,8113,8111.05,8113,8113,8298,2,16224.05,09-Jan-2025,2,IN0020190461
BARBEQUE,EQ,420,424.65,412.5,415.35,418.45,420.15,43191,18059303.35,09-Jan-2025,3007,INE382M01027
BLSE,EQ,203.2,218.4,200.1,206.15,205.5,203.23,1969498,415758799.02,09-Jan-2025,29049,INE0NLT01010
ESTER,EQ,164.26,164.26,155.25,156.44,156,164.37,312380,49535374.90,09-Jan-2025,4890,INE778B01029
GOCLCORP,EQ,379.45,385.65,372,373.4,372,380,25749,9715841.50,09-Jan-2025,1526,INE077F01035
ESPRIT,SM,150,151,141,141.3,141.2,152.05,134400,19556080.00,09-Jan-2025,80,INE0SBP01018
182D140225,TB,99,99,99,99,99,99,400,39600.00,09-Jan-2025,1,IN002024Y209
HARIOMPIPE,EQ,519,525,507.2,512.45,509.95,518.95,138727,71862784.05,09-Jan-2025,6352,INE00EV01017
IDBI,EQ,74.16,74.75,73.01,73.27,73.1,74.58,2595950,191682622.55,09-Jan-2025,12184,INE008A01015
MFSL,EQ,1093.9,1106.1,1086.05,1089.95,1091,1088.9,162965,178507930.65,09-Jan-2025,14393,INE180A01020
STEELCITY,EQ,111.71,112.56,110.1,110.33,110.58,111.71,15187,1686912.06,09-Jan-2025,556,INE395H01011
SUNDARMFIN,EQ,4378.85,4842,4359.05,4475.95,4474.5,4370.8,1636250,7643415441.45,09-Jan-2025,203345,INE660A01013
WELCORP,EQ,789.8,790.15,770,774.35,772.45,789.8,384927,298053099.50,09-Jan-2025,23687,INE191B01025
PAISALO,EQ,46.39,46.8,45.2,45.47,45.95,46.39,1224679,56290060.11,09-Jan-2025,7715,INE420C01059
POSITRON,ST,345,345,335,338.3,339,338.2,15300,5171040.00,09-Jan-2025,36,INE0S3H01017
SAREGAMA,EQ,555,603.8,542.9,552.3,556.7,548.45,8527311,4904045784.85,09-Jan-2025,272865,INE979A01025
KRITINUT,EQ,127.8,127.8,119.11,120.77,120.25,127.11,72668,8853518.03,09-Jan-2025,1835,INE798K01010
AXISHCETF,EQ,151.97,154,148.3,149.56,149.55,150.11,3156,473338.88,09-Jan-2025,128,INF846K01Z12
EQUIPPP,BE,25.3,25.35,24.35,24.98,24.88,25,6207,153535.75,09-Jan-2025,32,INE217G01035
HOMEFIRST,EQ,1069.95,1069.95,1030.1,1041,1039.05,1054.7,189436,198733067.10,09-Jan-2025,23688,INE481N01025
PURVA,EQ,380.15,388.9,365.1,370.95,369.95,380.15,176628,66845790.30,09-Jan-2025,5693,INE323I01011
JUBLINGREA,EQ,789.85,808.75,754.25,756.85,758,788.85,722710,558370088.85,09-Jan-2025,27071,INE0BY001018
KRSNAA,EQ,927.8,927.95,893.9,898.15,898,920.3,44268,39904041.55,09-Jan-2025,6877,INE08LI01020
BBL,EQ,3629.95,3629.95,3441.5,3471,3449.75,3629.95,40381,141714556.20,09-Jan-2025,7345,INE464A01036
RIIL,EQ,1123.8,1123.8,1081.2,1088.45,1086.7,1116.85,114974,126175937.30,09-Jan-2025,8785,INE046A01015
875IIFL26,NM,999,999,999,999,999,998.13,4,3996.00,09-Jan-2025,2,INE530B07179
MANGALAM,EQ,116.9,124.75,114.34,115.32,114.5,113.46,51568,6098439.71,09-Jan-2025,1105,INE584F01014
MMTC,EQ,76.22,76.45,73.75,74.46,74.45,76.22,5656151,423269277.36,09-Jan-2025,40048,INE123F01029
NSIL,EQ,7475.05,7555.45,7310,7378.8,7350,7482.65,7409,54912402.25,09-Jan-2025,2382,INE023A01030
63MOONS,EQ,906,939.9,892.5,896.3,892.6,904.55,199059,181514651.65,09-Jan-2025,7527,INE111B01023
ABFRL,EQ,266.1,278.5,265.3,276.55,277.5,267.35,3896302,1065424934.60,09-Jan-2025,26818,INE647O01011
NKIND,BE,67.6,73.96,67.44,68.02,67.61,70.99,10835,732680.76,09-Jan-2025,75,INE542C01019
PRIVISCL,EQ,1848.6,1900,1848.6,1853.25,1850,1865.6,22200,41419766.50,09-Jan-2025,2706,INE959A01019
MVGJL,EQ,299,315.5,292.8,295.25,295.05,299.1,895154,271368133.30,09-Jan-2025,14698,INE0KNT01012
MOQUALITY,EQ,188.07,189.21,186.96,187.34,187.86,185.55,426,80007.79,09-Jan-2025,40,INF247L01BH8
NCC,EQ,264.3,265.65,257,258.6,258.9,265.2,2498157,649803213.35,09-Jan-2025,31660,INE868B01028
APARINDS,EQ,10833.85,10875.2,10383.45,10514.4,10503,10785.15,109708,1162301740.50,09-Jan-2025,33475,INE372A01015
AVADHSUGAR,EQ,502,505,491.3,493.4,494,502.3,25818,12824310.65,09-Jan-2025,2254,INE349W01017
AXISGOLD,EQ,65.4,66.19,65.4,65.65,65.7,65.4,54248,3560965.81,09-Jan-2025,1206,INF846K01W80
BBTCL,EQ,198,199.8,193.3,197.45,196.75,193.92,2751,540002.54,09-Jan-2025,434,INE01EE01011
TASTYBITE,EQ,9986.65,10039.95,9890,9914,9925,9968.5,1128,11239448.85,09-Jan-2025,478,INE488B01017
PLATIND,EQ,412,421.25,395.15,397.85,396,414.75,364503,147831285.75,09-Jan-2025,6562,INE0PT501018
SBC,EQ,26.85,26.97,26.61,26.68,26.63,26.7,1915221,51298654.79,09-Jan-2025,3395,INE04AK01028
1003IIFL29,NC,965,965,965,965,965,959.85,1,965.00,09-Jan-2025,1,INE413U07301
BANKBARODA,EQ,231.6,233.15,229.7,231.04,230.98,232.95,5382497,1245838615.80,09-Jan-2025,43347,INE028A01039
BFINVEST,EQ,624,628.7,608,609.5,610,625.4,20452,12614329.00,09-Jan-2025,1799,INE878K01010
DANISH,SM,1150,1235,1140,1144.1,1148,1189.95,101100,119778255.00,09-Jan-2025,324,INE0YU901016
BANKETFADD,EQ,51.1,51.1,50,50.18,50.17,50.54,7948,398290.64,09-Jan-2025,130,INF740KA1RX3
ITETFADD,EQ,44.73,44.86,44.03,44.2,44.17,44.71,1960,86663.93,09-Jan-2025,67,INF740KA1SX1
HEALTHADD,EQ,148.48,148.48,147.55,148,148.26,148.48,234,34646.67,09-Jan-2025,16,INF740KA1UF4
GOYALSALT,SM,199.95,216,197,212.2,211.2,196.95,175200,36157650.00,09-Jan-2025,169,INE0QFE01017
HIL,EQ,2467.6,2467.6,2422.6,2447.2,2450,2451.65,6912,16928691.20,09-Jan-2025,1395,INE557A01011
ARIHANTSUP,EQ,550,550,517.15,524.5,527.85,542.9,50747,26955176.75,09-Jan-2025,1949,INE643K01018
BHARTIARTL,EQ,1600,1620.2,1592.4,1607.05,1607.8,1599.2,4684859,7521159280.55,09-Jan-2025,312415,INE397D01024
KEEPLEARN,BE,4.42,4.44,4.12,4.12,4.12,4.34,86707,361065.91,09-Jan-2025,191,INE055C01020
JUSTDIAL,EQ,1083.35,1096,1066,1075.2,1068,1082.55,178229,192409701.75,09-Jan-2025,16427,INE599M01018
SOMATEX,BE,43.14,43.14,41,42.12,41,42.26,18505,777412.66,09-Jan-2025,157,INE314C01013
LTGILTBEES,EQ,27.27,27.29,27.24,27.25,27.25,27.28,2266503,61764837.63,09-Jan-2025,870,INF204KB1882
PLASTIBLEN,EQ,252,252,246.02,248.01,249.46,246.5,6961,1735910.86,09-Jan-2025,340,INE083C01022
PNC,EQ,52.16,53.21,47.2,49.42,49.49,52.87,138277,6819154.17,09-Jan-2025,2946,INE392B01011
AKZOINDIA,EQ,3626.3,3790,3615,3734.5,3741.15,3641,24580,91899684.95,09-Jan-2025,5628,INE133A01011
ARROWGREEN,EQ,816,816,780,785.1,783,810.45,19330,15333660.95,09-Jan-2025,1692,INE570D01018
GOLDENTOBC,BZ,38.06,39.8,37.83,39.4,39.4,38.06,18,685.71,09-Jan-2025,7,INE973A01010
TEJASNET,EQ,1120,1135,1100.05,1103.9,1102,1147.55,737897,820586601.00,09-Jan-2025,42939,INE010J01012
TRITURBINE,EQ,745,749.95,716.15,719.35,721.85,739.25,290260,212355487.65,09-Jan-2025,23979,INE152M01016
NIITLTD,EQ,186.8,190.7,180.35,181.7,181.49,187.3,621451,115134092.97,09-Jan-2025,6825,INE161A01038
ONGC,EQ,272.03,272.59,261.71,263.18,264.3,271.33,14706472,3897642625.56,09-Jan-2025,153765,INE213A01029
PVSL,EQ,157.47,158.55,155.4,157.21,157.6,156.7,80190,12525516.10,09-Jan-2025,1754,INE772T01024
JUBLFOOD,EQ,747,756,744.05,745.6,745.25,750.4,699485,523214644.05,09-Jan-2025,27352,INE797F01020
MANORG,EQ,423.75,438.85,414.6,421.45,418,419.6,8235,3474504.15,09-Jan-2025,670,INE370D01013
MEDPLUS,EQ,847.55,847.95,836.85,842.05,840.65,849.3,63738,53703497.90,09-Jan-2025,4088,INE804L01022
ANMOL,EQ,25.65,25.65,24.77,24.86,24.84,25.15,26710,671588.57,09-Jan-2025,604,INE02AR01019
CHENNPETRO,EQ,615,621.3,607.5,612.15,610,615.4,644293,394987588.20,09-Jan-2025,27080,INE178A01016
PSUBANKADD,EQ,63.42,64,62.55,62.77,64,63.82,10472,658392.39,09-Jan-2025,169,INF740KA1SY9
BIRDYS,SM,86.4,86.4,83.5,83.5,83.5,85,51600,4312080.00,09-Jan-2025,4,INE0PC901019
ONEPOINT,EQ,58.99,59.38,54.8,55.29,55.49,58.5,1118136,63241361.12,09-Jan-2025,8318,INE840Y01029
PASHUPATI,ST,556,583,555.2,575,575,558.05,33400,18641100.00,09-Jan-2025,72,INE124Y01010
JAYNECOIND,EQ,41.5,41.86,40.21,40.33,40.68,41.59,96091,3927969.97,09-Jan-2025,937,INE854B01010
ARVINDFASN,EQ,521,533.1,521,526.75,524.05,527.95,204212,108049687.90,09-Jan-2025,12398,INE955V01021
FCL,EQ,311.1,329.65,305.3,307.5,307,314.55,597449,189524729.85,09-Jan-2025,31813,INE045J01026
850NHAI29,N5,1170,1170,1170,1170,1170,1170,44,51480.00,09-Jan-2025,1,INE906B07DE1
GOLDTECH,BE,73.35,73.95,69.34,69.6,70.8,72.99,10781,762773.60,09-Jan-2025,141,INE805A01014
759GS2026,GS,100.97,103,100.97,103,103,103.55,18,1835.73,09-Jan-2025,2,IN0020150093
HATHWAY,EQ,15.74,15.94,15.66,15.78,15.76,15.76,2483583,39309267.79,09-Jan-2025,6019,INE982F01036
WOMANCART,ST,414.05,414.05,412,412,412,405.95,4800,1984980.00,09-Jan-2025,10,INE0Q9601016
SILVERBEES,EQ,87.57,87.57,86.9,87.27,87.27,87.2,5401960,470691302.11,09-Jan-2025,11352,INF204KC1402
ISHAN,ST,1.9,1.9,1.9,1.9,1.9,1.95,288000,547200.00,09-Jan-2025,6,INE0LCW01025
MANDEEP,SM,33.2,33.2,33.2,33.2,33.2,34,2000,66400.00,09-Jan-2025,1,INE0R3T01013
CARRARO,EQ,630.1,633.85,616.95,621.5,620.2,633.6,154717,96200221.35,09-Jan-2025,14728,INE0V7W01012
CONTI,ST,30.2,30.2,30.2,30.2,30.2,31.75,9999,301969.80,09-Jan-2025,3,INE340Z01019
UPL,EQ,541.95,554.65,539.7,545.45,544.05,539.55,2805890,1539708532.90,09-Jan-2025,87606,INE628A01036
ORCHPHARMA,EQ,1876.05,1910,1836.75,1885.45,1900,1877.75,43813,82147689.75,09-Jan-2025,8697,INE191A01027
925IHFL29,N1,970,970,900,900,900,900,20,18700.00,09-Jan-2025,2,INE477L07BH9
SFLZC25A,ZK,1528.4,1528.4,1526,1526,1526,1528.4,284,433501.60,09-Jan-2025,4,INE721A07PP6
NATHBIOGEN,EQ,182.85,182.85,176.3,178.58,180.25,180.19,10540,1897028.08,09-Jan-2025,644,INE448G01010
SGBMAR31IV,GB,8272,8329.89,8250,8303.81,8300,8254.11,186,1540665.13,09-Jan-2025,38,IN0020220169
AJMERA,EQ,1145.05,1196.3,1098.05,1110.05,1128.1,1144.45,114865,130812418.70,09-Jan-2025,8971,INE298G01027
GANECOS,EQ,1856,1875.3,1797,1805.5,1820,1846.75,33690,61804875.15,09-Jan-2025,7663,INE845D01014
HISARMETAL,EQ,213.73,213.89,207,208.05,213.5,210.5,14094,2964325.49,09-Jan-2025,413,INE598C01011
SHRIRAMPPS,EQ,103.5,104.87,101.9,102.06,102.2,103.37,598063,61577930.49,09-Jan-2025,6704,INE217L01019
TARC,EQ,175,177.15,172.5,174.08,172.5,174.91,257041,44742890.10,09-Jan-2025,4396,INE0EK901012
BYKE,BE,94,94.5,89.35,91.16,91,94.06,55958,5131421.30,09-Jan-2025,290,INE319B01014
VALIANTORG,EQ,309,319.95,309,316.05,315.5,308.9,57565,18183346.50,09-Jan-2025,3444,INE565V01010
VARDMNPOLY,BE,14.95,15.3,14.78,14.89,14.98,14.59,696939,10489736.88,09-Jan-2025,904,INE835A01029
ALICON,EQ,1016,1019.9,999.2,1009.15,1013,1012.6,14248,14343782.70,09-Jan-2025,2429,INE062D01024
